Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2001-06-06,7.5679,7.5679,7.1522,7.1895,1292711
2001-06-07,7.0494,7.0868,6.8438,6.8953,1134775
2001-06-08,6.914,7.0868,6.7551,6.7924,597919
2001-06-11,6.671,6.7924,6.6196,6.7038,694791
2001-06-12,6.671,6.8438,6.5309,6.601,1348325
2001-06-13,6.8251,6.8251,6.5496,6.6336,796570
2001-06-15,6.5309,6.5496,6.288,6.3393,1308982
2001-06-18,6.3252,6.4094,6.2552,6.358,1466093
2001-06-19,6.3953,6.3953,6.0637,6.2226,974209
2001-06-20,6.0497,6.1525,5.961,5.9796,714356
2001-06-21,5.9796,6.185,5.9796,6.185,457406
2001-06-22,6.2226,6.2739,6.1151,6.1525,253423
2001-06-25,6.0824,6.2366,6.0824,6.2038,756139
2001-06-26,6.2226,6.2226,5.9983,5.9983,500317
2001-06-27,6.1151,6.1151,5.9096,5.9096,533373
2001-06-28,5.8769,5.9422,5.7693,5.8769,225767
2001-06-29,5.961,6.0123,5.7693,5.7881,230904
2001-07-02,5.7367,5.8254,5.6339,5.7041,209076
2001-07-03,5.7041,5.7367,5.6153,5.6527,426620
2001-07-04,5.6667,5.7881,5.6527,5.7041,1094233
2001-07-05,5.718,5.9283,5.7041,5.8908,667223
2001-07-06,5.9096,6.288,5.9096,6.288,1843282
2001-07-09,6.3252,6.3767,5.9422,6.3066,1587924
2001-07-10,6.2739,6.2739,6.0637,6.1012,758415
2001-07-11,6.0497,6.2552,5.8769,6.1338,972629
2001-07-12,6.288,6.3953,6.2366,6.358,972890
2001-07-13,6.3953,6.3953,6.2552,6.288,1353136
2001-07-16,6.1338,6.1664,6.0637,6.1338,534668
2001-07-17,6.1012,6.1012,5.9983,6.0123,661617
2001-07-18,6.0497,6.1151,5.961,6.1151,532516
2001-07-19,6.1151,6.1151,5.9283,5.9422,842501
2001-07-20,5.961,5.961,5.5124,5.5638,650394
2001-07-23,5.4937,5.6153,5.4611,5.4799,367133
2001-07-24,5.5825,5.5825,5.4611,5.4937,257797
2001-07-25,5.6153,5.6153,5.4937,5.5124,290954
2001-07-26,5.5638,5.7553,5.5638,5.7041,231165
2001-07-27,5.718,5.9796,5.718,5.9283,188288
2001-07-30,5.9796,5.9796,5.8254,5.9422,419851
2001-07-31,5.8908,5.8908,5.8395,5.8395,305815
2001-08-01,5.8068,5.8582,5.6853,5.718,437457
2001-08-02,5.8068,5.8254,5.7367,5.7553,405363
2001-08-03,5.718,5.8395,5.6667,5.6853,233047
2001-08-06,5.7041,5.7693,5.6339,5.6527,591939
2001-08-07,5.5965,5.6339,5.5825,5.6153,193030
2001-08-08,5.5638,5.6339,5.5451,5.5451,140640
2001-08-09,5.5451,5.5451,5.1855,5.2881,448787
2001-08-10,5.3208,5.3583,5.0452,5.0966,411761
2001-08-13,5.1153,5.1153,4.6809,4.6997,663500
2001-08-14,4.6997,4.7698,4.6809,4.7183,532052
2001-08-16,4.6997,4.7323,4.4053,4.4755,1015329
2001-08-17,4.2839,4.5455,4.2839,4.5455,751756
2001-08-20,4.6296,4.8396,4.6155,4.7183,933743
2001-08-21,4.7883,4.8537,4.7323,4.8396,852442
2001-08-22,4.8396,5.0127,4.8396,4.9426,538161
2001-08-23,4.9752,5.0452,4.8911,5.0127,872673
2001-08-24,5.0265,5.2368,4.9612,5.2368,730094
2001-08-27,5.4937,5.4937,5.078,5.1855,477131
2001-08-28,5.078,5.1855,5.078,5.1341,391635
2001-08-29,5.1341,5.1481,5.0127,5.0452,301269
2001-08-30,5.064,5.1995,5.064,5.1668,426176
2001-08-31,5.1855,5.4096,5.1855,5.3911,567932
2001-09-03,5.3208,5.6667,5.3208,5.4799,861890
2001-09-04,5.5124,5.531,5.1341,5.1995,441978
2001-09-05,5.1855,5.3396,5.1481,5.2694,614440
2001-09-06,5.2881,5.4424,5.2881,5.4096,1031073
2001-09-07,5.3724,5.3724,5.1341,5.1668,681552
2001-09-10,5.1341,5.1481,5.0127,5.064,481966
2001-09-11,5.1341,5.1341,4.8209,4.8396,1061748
2001-09-12,4.7183,4.924,4.7183,4.8911,465736
2001-09-13,4.924,4.9426,4.8724,4.8911,262992
2001-09-14,4.9612,4.9612,4.5781,4.5967,357605
2001-09-17,4.4053,4.5268,4.3539,4.4755,1277219
2001-09-18,4.5081,4.5081,4.3351,4.3726,785497
2001-09-19,4.4427,4.5268,4.3865,4.4567,533296
2001-09-20,4.4053,4.4053,4.1997,4.2324,784716
2001-09-21,4.097,4.097,3.6111,3.6999,1973524
2001-09-24,3.8728,3.9054,3.4382,3.6811,1413535
2001-09-25,3.714,3.8541,3.5784,3.8026,750283
2001-09-26,3.8166,3.9054,3.784,3.784,1943679
2001-09-27,3.7513,3.8166,3.6111,3.6625,2620528
2001-09-28,3.6999,3.7513,3.5411,3.6625,1131247
2001-10-01,3.6111,3.6438,3.4056,3.5271,1127422
2001-10-02,3.5411,3.5924,3.4382,3.5597,1463094
2001-10-03,3.5784,3.5784,3.4382,3.4569,1557876
2001-10-04,3.5924,3.6111,3.5597,3.5784,1606329
2001-10-05,3.5271,3.5924,3.5271,3.5597,651778
2001-10-08,3.5083,3.5411,3.4569,3.5083,1009353
2001-10-09,3.5784,3.714,3.5784,3.6811,1750981
2001-10-10,3.6811,3.9568,3.6438,3.9054,5328922
2001-10-11,4.0269,4.1109,3.714,3.8353,7614230
2001-10-12,3.7653,3.7653,3.6111,3.6999,3471231
2001-10-15,3.5924,3.5924,3.4382,3.5271,2755582
2001-10-16,3.6299,3.7513,3.5924,3.6811,3303404
2001-10-17,3.8867,3.9054,3.6999,3.8026,5051670
2001-10-18,3.714,3.8353,3.6625,3.8026,1418034
2001-10-19,3.8026,3.8728,3.7653,3.784,2528184
2001-10-22,3.8353,4.0082,3.8353,3.9568,2947502
2001-10-23,4.0269,4.0595,3.8867,3.9054,1980532
2001-10-24,3.8867,4.0082,3.8867,4.0082,1432015
2001-10-25,4.0595,4.1483,3.9241,3.9241,2512777
2001-10-26,4.0269,4.4755,4.0269,4.3212,5563740
2001-10-29,4.3865,4.4427,4.181,4.3539,7439305
2001-10-30,4.2324,4.3865,4.0595,4.0595,4639687
2001-10-31,4.1483,4.1483,3.9568,4.0456,2398675
2001-11-02,4.181,4.2183,4.0783,4.1483,2552561
2001-11-05,4.181,4.181,4.0783,4.1297,815656
2001-11-06,4.181,4.1997,4.1109,4.1297,821168
2001-11-07,4.1109,4.2839,4.0595,4.2183,966243
2001-11-08,4.2512,4.424,4.1624,4.424,1656816
2001-11-09,4.424,4.6668,4.4053,4.5642,3712896
2001-11-12,4.6481,4.7323,4.5642,4.6296,3267938
2001-11-13,4.7698,5.0452,4.751,5.0452,2684706
2001-11-14,5.1995,5.3068,5.1341,5.2182,4229977
2001-11-15,5.3068,5.3068,5.0966,5.1153,3610445
2001-11-16,5.1153,5.1855,5.0265,5.064,1781953
2001-11-19,5.1153,5.2182,5.0265,5.1153,1716429
2001-11-20,5.1481,5.1995,5.064,5.1481,1733629
2001-11-21,5.1153,5.1341,4.9426,4.9426,2205499
2001-11-22,4.8911,5.0127,4.6668,5.0127,2453213
2001-11-23,5.0452,5.0452,4.9053,4.9752,938518
2001-11-26,5.0127,5.0265,4.9426,4.994,777295
2001-11-27,5.0127,5.2509,5.0127,5.1153,2007074
2001-11-28,5.1855,5.1855,5.0127,5.078,1060950
2001-11-29,5.064,5.1341,4.994,4.994,620776
2001-11-30,5.0265,5.0966,4.8396,4.8537,1177039
2001-12-03,4.8209,4.994,4.7698,4.9752,723012
2001-12-04,4.9612,5.0452,4.9612,5.0452,568954
2001-12-05,5.0966,5.1481,5.0127,5.1153,1606141
2001-12-06,5.2182,5.2694,5.0966,5.1153,1496263
2001-12-07,5.0966,5.1855,5.0265,5.1153,702430
2001-12-10,5.064,5.0966,4.994,5.0127,878879
2001-12-11,4.9612,5.0127,4.8724,4.994,1411374
2001-12-12,5.0127,5.0127,4.9612,5.0127,352086
2001-12-13,4.9612,4.9612,4.6809,4.6809,1881395
2001-12-14,4.5781,4.6997,4.5268,4.6668,768180
2001-12-17,4.6481,4.7883,4.6481,4.7183,538732
2001-12-18,4.6997,4.8724,4.5642,4.8537,2321229
2001-12-19,4.8724,4.8724,4.751,4.8024,979986
2001-12-20,4.7323,4.7323,4.5781,4.5781,1068515
2001-12-21,4.4755,4.4755,4.3539,4.3865,2596854
2001-12-27,4.4567,4.4567,4.3539,4.3865,252532
2001-12-28,4.4427,4.4567,4.3865,4.4567,792269
2001-12-31,4.5081,4.5455,4.4755,4.4941,418924
2002-01-02,4.5081,4.5642,4.4427,4.5455,727084
2002-01-03,4.5781,4.9426,4.5781,4.9426,2743707
2002-01-04,5.0265,5.1668,4.994,5.0127,4021439
2002-01-07,5.0127,5.1668,4.9612,5.0452,932922
2002-01-08,5.0452,5.1153,4.8911,5.0127,957029
2002-01-09,4.994,5.531,4.994,5.4937,3024109
2002-01-10,5.4611,5.9422,5.2509,5.2694,4285545
2002-01-11,5.4424,5.6667,5.2509,5.5638,2930622
2002-01-14,5.4237,5.5124,5.3583,5.4237,1032857
2002-01-15,5.3396,5.5638,5.3396,5.4799,1673177
2002-01-16,5.4937,5.5638,5.4611,5.531,2130896
2002-01-17,5.6339,5.7881,5.5965,5.7693,1608227
2002-01-18,5.7881,5.8395,5.7041,5.8068,1620815
2002-01-21,5.8068,5.8395,5.6853,5.8068,402703
2002-01-22,5.8068,6.0123,5.7367,6.0123,2408087
2002-01-23,6.031,6.031,5.8395,5.8769,1057824
2002-01-24,5.8908,5.961,5.8254,5.8395,597296
2002-01-25,5.8395,5.9422,5.6527,5.718,985620
2002-01-28,5.8254,5.8254,5.5825,5.5825,1406516
2002-01-29,5.531,5.6153,5.531,5.5965,1144798
2002-01-30,5.5124,5.5825,5.4096,5.5124,802280
2002-01-31,5.5825,5.6153,5.4937,5.5965,635486
2002-02-01,5.7367,5.8395,5.6667,5.7041,1294531
2002-02-04,5.5638,5.7881,5.5638,5.7881,743069
2002-02-05,5.6667,5.7693,5.6339,5.6339,915201
2002-02-06,5.6527,5.7553,5.5825,5.6853,1222444
2002-02-07,5.5965,5.6339,5.4237,5.5124,820949
2002-02-08,5.4237,5.5451,5.3724,5.4096,1120213
2002-02-11,5.5124,5.5124,5.3208,5.3724,385120
2002-02-12,5.3911,5.4424,5.2509,5.2509,298481
2002-02-13,5.2182,5.2694,5.1481,5.2694,734085
2002-02-14,5.3208,5.4096,5.2509,5.3068,1033690
2002-02-15,5.2694,5.4799,5.2694,5.4237,1408274
2002-02-18,5.4237,5.4799,5.3911,5.4096,393630
2002-02-19,5.3724,5.3724,5.2881,5.3583,797625
2002-02-20,5.3208,5.3583,5.2509,5.3583,566108
2002-02-21,5.4096,5.4237,5.2368,5.2694,846219
2002-02-22,5.2368,5.3068,5.1995,5.2182,876040
2002-02-25,5.1995,5.2368,5.1668,5.2182,1489152
2002-02-26,5.3208,5.3208,5.2368,5.2368,2405007
2002-02-27,5.2694,5.3911,5.2509,5.3068,2106458
2002-02-28,5.3208,5.3208,5.1668,5.1855,1154478
2002-03-01,5.1341,5.1855,5.0966,5.1481,495722
2002-03-04,5.2509,5.2694,5.2368,5.2509,1437289
2002-03-05,5.2694,5.3208,5.0966,5.1668,1686300
2002-03-06,5.1481,5.1668,4.9053,4.9612,1474459
2002-03-07,4.9612,4.9752,4.6668,4.8024,3430597
2002-03-08,4.8396,4.8911,4.8024,4.8024,2146790
2002-03-11,4.8537,4.8911,4.7883,4.8537,1547511
2002-03-12,4.8537,4.9053,4.7883,4.8209,1498781
2002-03-13,4.8396,4.8911,4.8024,4.8911,1197073
2002-03-14,4.924,4.9612,4.8724,4.8911,518225
2002-03-15,4.8724,4.9053,4.8209,4.8537,264724
2002-03-18,4.8724,4.8724,4.7883,4.8396,449436
2002-03-19,4.8396,4.8911,4.7698,4.8537,1170643
2002-03-20,4.8209,4.994,4.8209,4.994,706939
2002-03-21,5.0127,5.0265,4.924,4.9612,771198
2002-03-22,4.9752,5.0966,4.9612,5.064,1889927
2002-03-25,5.078,5.078,4.9752,5.0127,580728
2002-03-26,4.9752,4.994,4.9053,4.9752,543585
2002-03-27,4.994,5.1153,4.994,5.064,859951
2002-03-28,5.0966,5.1481,5.0966,5.0966,559719
2002-04-02,5.1481,5.1668,5.078,5.078,493119
2002-04-03,5.064,5.1153,5.064,5.0966,1286629
2002-04-04,5.1153,5.1341,4.924,4.924,2766437
2002-04-05,4.8911,4.9612,4.8024,4.9612,1306752
2002-04-08,4.9612,4.9612,4.7183,4.7698,1780466
2002-04-09,4.8396,4.8724,4.7883,4.8724,1272279
2002-04-10,4.8911,4.9426,4.8396,4.9053,1176351
2002-04-11,4.9053,4.9053,4.7183,4.7698,1853474
2002-04-12,4.8024,4.8024,4.5967,4.6296,1316224
2002-04-15,4.5967,4.6668,4.5642,4.6296,642193
2002-04-16,4.6296,4.6997,4.5967,4.6668,802211
2002-04-17,4.7183,4.7183,4.5455,4.5455,575866
2002-04-18,4.5781,4.5967,4.3026,4.3865,1571579
2002-04-19,4.3539,4.3726,4.2183,4.2699,1392902
2002-04-22,4.2839,4.4053,4.2839,4.3726,961871
2002-04-23,4.424,4.4567,4.3726,4.3865,498787
2002-04-24,4.3865,4.424,4.3865,4.3865,329846
2002-04-25,4.3726,4.5642,4.3212,4.5642,846826
2002-04-26,4.5642,4.751,4.5455,4.6809,4176589
2002-04-29,4.7183,4.7183,4.5642,4.6296,373440
2002-04-30,4.6668,4.6668,4.4755,4.4755,452465
2002-05-02,4.4427,4.5455,4.4053,4.4941,500161
2002-05-06,4.4941,4.5268,4.4427,4.4941,332400
2002-05-07,4.4941,4.5642,4.4427,4.4567,994536
2002-05-08,4.4941,4.5781,4.4567,4.5455,1190902
2002-05-09,4.5781,4.6155,4.5268,4.5455,1416310
2002-05-10,4.5642,4.5781,4.5081,4.5642,472572
2002-05-13,4.4755,4.4755,4.3539,4.3539,757097
2002-05-14,4.0783,4.3539,4.0082,4.2512,1435737
2002-05-15,4.2512,4.3026,4.2183,4.2839,290321
2002-05-16,4.2699,4.6155,4.2699,4.6155,1198753
2002-05-17,4.8209,4.8209,4.6997,4.6997,4061831
2002-05-20,4.7698,4.7698,4.6668,4.6668,282755
2002-05-21,4.6155,4.8724,4.6155,4.8396,1062372
2002-05-22,4.8024,4.8209,4.7698,4.7883,787788
2002-05-23,4.7183,4.7883,4.7183,4.7323,398447
2002-05-24,4.8024,4.8396,4.7323,4.8396,549416
2002-05-27,4.7883,4.9053,4.7698,4.7698,365334
2002-05-28,4.7883,4.9426,4.7883,4.8537,1335081
2002-05-29,4.8911,4.9053,4.8724,4.9053,593304
2002-05-31,4.9053,4.9426,4.8024,4.8911,1416931
2002-06-03,4.8537,4.9426,4.8537,4.9053,372692
2002-06-04,4.9053,4.924,4.7323,4.751,532090
2002-06-05,4.7698,4.8724,4.751,4.8724,315078
2002-06-06,4.8724,5.0966,4.8724,5.0127,1952786
2002-06-07,4.9426,5.0452,4.9053,5.0127,529473
2002-06-10,5.0265,5.0452,4.9612,4.994,926087
2002-06-11,5.0265,5.078,4.994,5.0265,1677065
2002-06-12,5.0265,5.1341,4.994,5.1153,1368825
2002-06-13,5.1153,5.2509,5.1153,5.1995,702876
2002-06-14,5.1855,5.2182,5.0127,5.0127,814308
2002-06-17,5.064,5.078,4.9752,5.0127,283376
2002-06-18,5.0127,5.1153,4.9752,4.9752,542414
2002-06-19,4.8911,4.9752,4.8396,4.8537,967480
2002-06-20,4.8396,4.8724,4.8024,4.8024,569478
2002-06-21,4.751,4.9752,4.7323,4.9426,815968
2002-06-24,4.9426,4.9752,4.8024,4.8209,424264
2002-06-25,4.8396,4.8911,4.7698,4.8396,683190
2002-06-26,4.6809,4.7323,4.6155,4.6668,1705006
2002-06-27,4.6997,4.751,4.6997,4.7323,1053798
2002-06-28,4.7323,4.7698,4.5642,4.5642,821209
2002-07-01,4.5268,4.6809,4.5268,4.6155,371535
2002-07-02,4.5642,4.6155,4.4567,4.4567,1463094
2002-07-03,4.3539,4.5268,4.3212,4.4941,1124802
2002-07-04,4.6296,4.6809,4.5268,4.5781,533273
2002-07-05,4.6481,4.751,4.5967,4.7183,1163915
2002-07-08,4.7883,4.8209,4.7183,4.7698,520404
2002-07-09,4.8537,4.9752,4.8396,4.9612,509756
2002-07-10,4.9752,5.0265,4.7883,4.8537,728300
2002-07-11,4.8024,4.8024,4.7183,4.7698,851703
2002-07-12,4.8396,4.8724,4.8024,4.8024,422873
2002-07-15,4.7323,4.8024,4.7323,4.7698,359973
2002-07-16,4.8024,4.8911,4.6668,4.751,751107
2002-07-17,4.7698,4.8396,4.6155,4.6997,1532326
2002-07-18,4.6668,4.6668,4.3726,4.4053,3354653
2002-07-19,4.3212,4.3212,4.0456,4.1483,2754275
2002-07-22,4.0783,4.0783,3.8353,3.8728,3740207
2002-07-23,3.9381,3.9756,3.6999,3.9756,912106
2002-07-24,3.9054,3.9896,3.7653,3.9054,993382
2002-07-25,4.0269,4.1109,3.9054,3.9241,1761907
2002-07-26,3.9568,4.0456,3.8026,4.0456,818544
2002-07-29,4.0456,4.097,3.9381,4.0082,554158
2002-07-30,4.0269,4.0269,3.6811,3.8026,1869411
2002-07-31,3.8026,4.0082,3.8026,3.8728,1260411
2002-08-01,3.8867,3.9568,3.8541,3.8541,531304
2002-08-02,3.8353,3.9054,3.8166,3.8867,634065
2002-08-05,3.8353,3.8728,3.7513,3.784,573671
2002-08-06,3.7653,3.8026,3.7325,3.784,1029758
2002-08-07,3.8541,3.8541,3.714,3.714,1066125
2002-08-08,3.7653,3.8026,3.7513,3.7653,381852
2002-08-09,3.8026,3.9381,3.8026,3.8541,500906
2002-08-12,3.8541,3.9054,3.8353,3.8867,290485
2002-08-13,3.9568,3.9568,3.9054,3.9568,528710
2002-08-14,3.9241,3.9241,3.8541,3.8728,276539
2002-08-16,3.9241,3.9381,3.8026,3.8026,501476
2002-08-19,3.8353,3.8728,3.7653,3.7653,193019
2002-08-20,3.8026,3.8166,3.6299,3.6299,423617
2002-08-21,3.6299,3.7513,3.5924,3.714,3140138
2002-08-22,3.8353,3.9054,3.7653,3.784,3641783
2002-08-23,3.8026,3.8541,3.7653,3.784,1252408
2002-08-26,3.8026,3.8541,3.7325,3.784,753985
2002-08-27,3.8026,4.0456,3.8026,3.9381,3098409
2002-08-28,3.9054,3.9568,3.7513,3.7513,2809832
2002-08-29,3.7325,3.8867,3.6999,3.7325,2035953
2002-08-30,3.784,3.8166,3.7513,3.8026,621121
2002-09-02,3.8166,3.8541,3.784,3.8026,475086
2002-09-03,3.7325,3.7325,3.6438,3.6625,1436852
2002-09-04,3.6625,3.7653,3.6111,3.714,1531640
2002-09-05,3.7513,3.7513,3.6299,3.6299,499285
2002-09-06,3.6811,3.6999,3.6111,3.6625,723821
2002-09-09,3.6811,3.6999,3.6625,3.6999,414491
2002-09-10,3.7325,3.9054,3.7325,3.9054,1723735
2002-09-11,3.9381,4.1109,3.8867,4.0595,1945450
2002-09-12,3.9896,4.0269,3.9054,3.9381,1122329
2002-09-13,3.8541,3.9568,3.8353,3.9241,493497
2002-09-16,3.9054,4.0456,3.9054,4.0269,644775
2002-09-17,4.1297,4.2183,4.0082,4.0082,3728071
2002-09-18,3.9381,3.9896,3.8728,3.9241,1546104
2002-09-19,3.9381,4.0082,3.8867,3.9241,785322
2002-09-20,3.9756,4.0783,3.9381,4.0595,1465610
2002-09-23,4.097,4.097,3.9568,3.9756,283512
2002-09-24,3.9568,3.9568,3.8166,3.8541,813798
2002-09-25,3.8541,4.0595,3.8353,4.0082,1709944
2002-09-26,4.0269,4.0269,3.8728,3.9568,641196
2002-09-27,3.9568,4.0082,3.8867,3.9896,567360
2002-09-30,3.8867,3.9756,3.8541,3.8867,1081241
2002-10-01,3.8867,3.9381,3.7513,3.7653,1247228
2002-10-02,3.8541,3.8728,3.7325,3.7325,622181
2002-10-03,3.7653,3.7653,3.6811,3.7653,915447
2002-10-04,3.7653,3.8541,3.7325,3.7513,1152418
2002-10-07,3.714,3.714,3.6299,3.6438,879958
2002-10-08,3.6811,3.714,3.6438,3.6625,433284
2002-10-09,3.6999,3.7325,3.6625,3.6811,1564826
2002-10-10,3.7325,3.7653,3.6811,3.7513,2146037
2002-10-11,3.8353,3.9054,3.8353,3.8541,3827596
2002-10-14,3.8541,3.9054,3.8166,3.9054,1121549
2002-10-15,3.9756,4.0269,3.9568,3.9896,1820255
2002-10-16,3.9756,4.0456,3.8541,3.8541,1323489
2002-10-17,3.8867,3.9241,3.8353,3.9054,895201
2002-10-18,3.9381,4.0456,3.9241,4.0456,2869382
2002-10-21,4.0082,4.0456,3.9381,3.9381,1061976
2002-10-22,3.9756,4.0082,3.9241,3.9896,747047
2002-10-23,4.0082,4.0082,3.9054,3.9756,1272402
2002-10-24,3.9756,3.9896,3.9381,3.9756,955780
2002-10-25,3.9756,3.9756,3.9241,3.9381,857313
2002-10-28,3.9896,4.1483,3.9756,4.1483,2149880
2002-10-29,4.1297,4.2699,4.1109,4.1624,2644191
2002-10-30,4.1624,4.2183,4.1109,4.1483,2054378
2002-10-31,4.1624,4.2839,4.1624,4.2324,1928524
2002-11-04,4.3212,4.3865,4.2839,4.3212,887844
2002-11-05,4.3212,4.3351,4.181,4.2183,1025468
2002-11-06,4.2324,4.2699,4.1624,4.1624,1149533
2002-11-07,4.181,4.2839,4.181,4.2324,1889996
2002-11-08,4.2324,4.2699,4.2183,4.2699,1003400
2002-11-12,4.2512,4.3026,4.2183,4.2699,616335
2002-11-13,4.2324,4.2839,4.181,4.2839,791610
2002-11-14,4.2839,4.4427,4.2839,4.4053,3307809
2002-11-15,4.424,4.4755,4.3351,4.3351,989952
2002-11-18,4.3351,4.3865,4.3212,4.3212,239464
2002-11-19,4.3212,4.3865,4.2839,4.3726,318390
2002-11-20,4.3865,4.4053,4.3351,4.3726,325563
2002-11-21,4.4053,4.6155,4.3865,4.5967,3046838
2002-11-22,4.6997,4.7323,4.6296,4.6809,2342047
2002-11-25,4.6997,4.924,4.6296,4.924,2625183
2002-11-26,4.8911,4.9426,4.7698,4.8396,1635070
2002-11-27,4.7883,4.9752,4.7698,4.9053,1550540
2002-11-28,4.9612,5.0265,4.9426,4.9752,1235354
2002-11-29,5.0127,5.0127,4.8537,4.8724,1434774
2002-12-02,4.8396,5.064,4.8396,4.9752,1120328
2002-12-03,4.9612,5.0452,4.9426,5.0127,1732533
2002-12-04,4.9612,5.0265,4.9053,4.9053,1261713
2002-12-05,4.924,4.9752,4.924,4.924,691674
2002-12-06,4.924,4.9426,4.8209,4.8724,951699
2002-12-09,4.8537,4.8911,4.7883,4.8396,611460
2002-12-10,4.8024,4.8024,4.6155,4.6296,2149249
2002-12-11,4.6668,4.7323,4.5268,4.5642,555347
2002-12-12,4.6296,4.6668,4.6155,4.6668,1150190
2002-12-13,4.6481,4.7698,4.6155,4.7183,686244
2002-12-16,4.7183,4.8024,4.6809,4.6809,1543527
2002-12-17,4.7883,4.7883,4.7183,4.7183,1752397
2002-12-18,4.6997,4.7323,4.5081,4.5455,1949726
2002-12-19,4.5455,4.5967,4.4427,4.5268,2042361
2002-12-20,4.4941,4.5268,4.4567,4.4755,1540711
2002-12-23,4.5081,4.6296,4.5081,4.6296,615460
2002-12-27,4.6296,4.7323,4.6296,4.7183,821609
2002-12-30,4.7183,4.751,4.6668,4.6809,109234
2002-12-31,4.6997,4.6997,4.6668,4.6668,267862
2003-01-02,4.6809,4.6997,4.5967,4.6668,335871
2003-01-03,4.8209,4.8537,4.7183,4.8024,3596381
2003-01-06,4.8396,4.8537,4.7183,4.8024,726067
2003-01-07,4.8209,4.8537,4.7698,4.8396,1703920
2003-01-08,4.7883,4.8537,4.751,4.7698,2088525
2003-01-09,4.751,4.7883,4.7183,4.7883,1165675
2003-01-10,4.8024,4.9426,4.8024,4.8724,2964303
2003-01-13,4.924,4.994,4.8724,4.9612,2135051
2003-01-14,4.9426,4.9752,4.8724,4.8911,1176048
2003-01-15,4.9053,4.994,4.9053,4.9426,1054151
2003-01-16,4.924,4.924,4.7883,4.9053,1440852
2003-01-17,4.8537,4.8724,4.8024,4.8209,446778
2003-01-20,4.8396,4.8537,4.8024,4.8209,316424
2003-01-21,4.8724,4.9053,4.8209,4.8537,1064895
2003-01-22,4.8396,4.8537,4.8024,4.8396,1081206
2003-01-23,4.8724,5.0265,4.8537,4.924,2356551
2003-01-24,4.924,4.9752,4.7883,4.7883,1422177
2003-01-27,4.6997,4.7323,4.5967,4.6481,1157789
2003-01-28,4.5967,4.6668,4.5642,4.5967,972184
2003-01-29,4.5081,4.6155,4.4755,4.6155,1128900
2003-01-30,4.6296,4.6296,4.5781,4.5781,225220
2003-01-31,4.5455,4.6997,4.5455,4.6997,522836
2003-02-03,4.6997,4.7883,4.6809,4.7883,1124909
2003-02-04,4.7323,4.7698,4.6155,4.6668,977279
2003-02-05,4.5967,4.6809,4.5967,4.6481,324573
2003-02-06,4.5967,4.6481,4.4427,4.4567,1377549
2003-02-07,4.424,4.4567,4.3351,4.3865,939168
2003-02-10,4.3865,4.4755,4.3865,4.4755,2344701
2003-02-11,4.4941,4.5455,4.4427,4.4941,710916
2003-02-12,4.4755,4.4755,4.4053,4.424,167260
2003-02-13,4.4053,4.5268,4.3865,4.5268,1542364
2003-02-14,4.5081,4.5268,4.4755,4.4941,543463
2003-02-17,4.6155,4.6155,4.5642,4.5781,964944
2003-02-18,4.5642,4.5781,4.5268,4.5268,851903
2003-02-19,4.5081,4.5455,4.3351,4.4567,1615948
2003-02-20,4.4755,4.5081,4.424,4.4567,744969
2003-02-21,4.4755,4.5455,4.4427,4.4941,503816
2003-02-24,4.4755,4.5455,4.4567,4.4567,416917
2003-02-25,4.4427,4.4567,4.2512,4.2512,1281011
2003-02-26,4.2839,4.3026,4.181,4.2324,555176
2003-02-27,4.2699,4.3212,4.2512,4.3212,276924
2003-02-28,4.2699,4.3212,4.2699,4.3212,153615
2003-03-03,4.3026,4.3351,4.2839,4.3212,222861
2003-03-04,4.2699,4.2699,4.1297,4.181,823507
2003-03-05,4.1109,4.1624,3.9756,4.0082,1392707
2003-03-06,4.0082,4.0783,3.9241,3.9241,1041285
2003-03-07,3.9568,4.0269,3.9241,4.0082,806984
2003-03-10,4.0783,4.1483,4.0269,4.1483,939713
2003-03-11,4.1297,4.1483,4.0082,4.0783,1486389
2003-03-12,4.0783,4.1297,4.0269,4.097,819928
2003-03-13,4.1109,4.2839,4.1109,4.2512,1812936
2003-03-14,4.3212,4.3351,4.2699,4.3351,1080588
2003-03-17,4.2839,4.3026,4.1997,4.2839,1336211
2003-03-18,4.3539,4.4755,4.3539,4.424,1902403
2003-03-19,4.3865,4.4941,4.3865,4.4427,702007
2003-03-20,4.4567,4.4941,4.3726,4.3726,231223
2003-03-21,4.4567,4.5268,4.424,4.5268,998176
2003-03-24,4.5081,4.5642,4.4755,4.5455,414258
2003-03-25,4.4941,4.5268,4.4427,4.4941,2547597
2003-03-26,4.5268,4.5268,4.3865,4.424,320259
2003-03-27,4.424,4.424,4.2839,4.3026,566565
2003-03-28,4.3026,4.3351,4.2183,4.2839,1395622
2003-03-31,4.2183,4.2183,4.1297,4.181,809120
2003-04-01,4.2183,4.2512,4.181,4.181,1358629
2003-04-02,4.2699,4.2839,4.2183,4.2324,712278
2003-04-03,4.2839,4.424,4.2699,4.3539,1760327
2003-04-04,4.3539,4.4427,4.3351,4.4053,2898001
2003-04-07,4.4941,4.5642,4.4941,4.5268,1180045
2003-04-08,4.5081,4.5455,4.4567,4.4755,667252
2003-04-09,4.4755,4.4755,4.3539,4.424,1244883
2003-04-10,4.424,4.424,4.3726,4.3726,452952
