Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1997-07-10,8.1192,8.1192,8.1192,8.1192,7126698
1997-07-11,8.2921,8.2921,8.2921,8.2921,4507791
1997-07-14,7.4652,7.4652,7.4652,7.4652,1152626
1997-07-15,6.741,6.741,6.741,6.741,2408759
1997-07-16,7.395,7.395,7.395,7.395,1651596
1997-07-17,7.5353,7.6006,7.5353,7.6006,2226149
1997-07-18,7.4278,7.4278,7.1895,7.2222,774007
1997-07-21,7.4278,7.4278,7.3624,7.4278,1059100
1997-07-22,7.4278,7.5353,7.4278,7.4652,686700
1997-07-23,7.4978,7.4978,7.2923,7.3624,588848
1997-07-24,7.4278,7.4278,7.3624,7.3624,717667
1997-07-25,7.395,7.395,7.325,7.325,572795
1997-07-28,7.2596,7.2596,7.1522,7.1522,597081
1997-07-29,7.0868,7.2596,7.0868,7.1895,341733
1997-07-30,7.1895,7.4278,7.1895,7.3624,380905
1997-07-31,7.325,7.325,7.1522,7.1895,378753
1997-08-01,7.1895,7.325,7.1895,7.1895,282671
1997-08-04,7.2596,7.325,7.2596,7.2923,400905
1997-08-05,7.325,7.4278,7.325,7.4278,592796
1997-08-06,7.4278,7.4278,7.325,7.3624,433340
1997-08-07,7.395,7.8808,7.395,7.8435,542197
1997-08-08,7.7408,8.2921,7.7408,8.0865,1073198
1997-08-11,7.9464,7.9464,7.7081,7.7408,771430
1997-08-12,7.7081,7.9464,7.7081,7.8435,637847
1997-08-13,7.9464,7.9464,7.9464,7.9464,854943
1997-08-14,7.6707,7.7735,7.6381,7.6707,370687
1997-08-18,7.5679,7.5679,7.3624,7.4278,356399
1997-08-19,7.6707,7.9464,7.6707,7.8109,666732
1997-08-20,7.8808,7.8808,7.7408,7.7735,653603
1997-08-21,7.6006,7.6006,7.5353,7.5353,226492
1997-08-22,7.4978,7.6707,7.4978,7.6381,217051
1997-08-25,7.5353,7.6381,7.4278,7.4278,203288
1997-08-26,7.4278,7.5679,7.4278,7.4978,237130
1997-08-27,7.4978,7.5679,7.4978,7.5353,222878
1997-08-28,7.7081,7.8808,7.7081,7.8435,887337
1997-08-29,7.7735,7.7735,7.7081,7.7408,949529
1997-09-01,7.6381,7.7081,7.6381,7.6381,252468
1997-09-02,7.7735,7.8435,7.7735,7.8109,587170
1997-09-03,7.8808,8.0538,7.8808,8.0164,1122668
1997-09-04,7.8808,7.8808,7.7735,7.8109,584969
1997-09-05,7.7735,7.9137,7.7735,7.8435,503635
1997-09-08,7.8109,7.8109,7.7408,7.8109,199600
1997-09-09,7.7081,7.7735,7.7081,7.7408,383580
1997-09-10,7.7081,7.8109,7.7081,7.7408,373821
1997-09-11,7.6381,7.7408,7.6381,7.7081,377373
1997-09-12,7.7081,7.7735,7.7081,7.7408,340897
1997-09-15,7.6707,7.7735,7.6707,7.7408,304499
1997-09-16,7.6707,7.7081,7.6006,7.6006,338269
1997-09-17,7.5679,7.5679,7.4978,7.5353,365797
1997-09-18,7.4652,7.6006,7.4278,7.6006,532033
1997-09-19,7.7735,7.9137,7.7735,7.9137,1354593
1997-09-22,7.9464,7.9464,7.8109,7.8435,851988
1997-09-23,7.8435,7.8435,7.7408,7.7735,580119
1997-09-24,7.6381,7.7408,7.6381,7.7081,412666
1997-09-25,7.5679,7.5679,7.4652,7.4978,608404
1997-09-26,7.4652,7.4978,7.4278,7.4278,535497
1997-09-29,7.4978,7.5679,7.4978,7.4978,429823
1997-09-30,7.6381,7.6381,7.4978,7.5353,386557
1997-10-01,7.6006,7.6381,7.5679,7.6381,672481
1997-10-02,7.5679,7.5679,7.4978,7.4978,532194
1997-10-03,7.6006,7.7408,7.6006,7.6707,1403926
1997-10-06,7.6006,7.7408,7.6006,7.6707,1466678
1997-10-07,7.6006,7.8435,7.6006,7.8109,1434018
1997-10-08,7.8435,8.1565,7.8435,8.1192,2267949
1997-10-09,7.9464,8.0538,7.9137,7.9137,2216620
1997-10-10,7.8109,7.8435,7.7408,7.7408,1095501
1997-10-13,7.8808,7.9837,7.8808,7.9837,952011
1997-10-14,7.9464,8.0538,7.8808,7.9137,1152869
1997-10-15,8.0538,8.0865,8.0164,8.0865,1718796
1997-10-16,8.1192,8.1192,7.9837,8.0164,1066103
1997-10-17,8.0538,8.1565,8.0538,8.1192,1186816
1997-10-20,8.1565,8.2267,8.1565,8.1565,1730293
1997-10-21,8.2593,8.4649,8.2593,8.4322,1486057
1997-10-22,8.4649,8.6378,8.4649,8.5022,1704212
1997-10-23,8.4322,8.4322,8.1192,8.1565,3153652
1997-10-24,8.0865,8.2267,8.0865,8.1894,1739183
1997-10-27,7.6707,7.7081,7.5353,7.5353,1816660
1997-10-28,6.914,6.914,6.2226,6.3252,662639
1997-10-29,7.5353,7.5353,7.0868,7.3624,2039923
1997-10-30,7.1522,7.1522,6.914,7.0494,1893460
1997-10-31,7.1194,7.1895,7.0868,7.1522,2238146
1997-11-03,7.1522,7.2923,7.1522,7.2596,1324143
1997-11-04,7.0167,7.0868,6.9466,6.9793,1480890
1997-11-05,6.914,6.9466,6.8766,6.8766,1361338
1997-11-06,7.0167,7.0167,6.9466,6.9466,777667
1997-11-07,6.8438,6.8438,6.671,6.741,973236
1997-11-12,6.741,6.741,6.2226,6.4281,1118699
1997-11-13,6.1525,6.2226,6.0497,6.2226,1910263
1997-11-14,6.3252,6.3252,6.185,6.2226,1410265
1997-11-17,6.5309,6.5682,6.3953,6.5309,1329717
1997-11-18,6.5682,6.5682,6.4281,6.461,1165750
1997-11-19,6.0824,6.2226,6.0824,6.1151,961303
1997-11-20,6.0824,6.0824,5.9796,6.0497,754577
1997-11-21,6.2552,6.2552,6.1151,6.185,884464
1997-11-24,5.6339,5.7367,5.4937,5.531,1751025
1997-11-25,5.4611,5.4937,5.4237,5.4611,1557975
1997-11-26,5.4937,5.4937,5.2881,5.3208,1224741
1997-11-27,5.4237,5.4237,5.1481,5.1481,1448858
1997-11-28,5.2509,5.2509,5.0452,5.1855,1454909
1997-12-01,5.3911,5.4937,5.3911,5.4237,1621341
1997-12-02,5.4611,5.4611,5.3583,5.3583,943633
1997-12-03,5.3583,5.3583,5.2182,5.2881,657472
1997-12-04,5.2509,5.3583,5.2182,5.2509,1341568
1997-12-05,5.2182,5.2182,5.0452,5.1153,1171050
1997-12-08,5.1153,5.1153,4.9752,5.0127,701610
1997-12-09,5.0452,5.0452,4.9426,4.9752,597770
1997-12-10,4.9426,4.9426,4.8396,4.8396,681738
1997-12-11,4.5967,4.6296,4.4567,4.4941,1040999
1997-12-12,4.4567,4.4941,4.4567,4.4567,1152428
1997-12-15,4.5268,4.5967,4.4941,4.5268,1080564
1997-12-16,4.5268,4.5268,4.3539,4.3865,1111529
1997-12-17,4.424,4.424,4.1483,4.2183,919401
1997-12-18,4.1483,4.181,4.0456,4.0783,1220547
1997-12-19,3.9756,3.9756,3.8728,3.9054,1336355
1997-12-22,3.8728,3.8728,3.7653,3.7653,913978
1997-12-23,3.8026,3.8728,3.8026,3.8728,1060976
1997-12-29,3.9756,4.181,3.9756,4.1483,2045380
1997-12-30,4.3539,4.3865,4.2839,4.3539,1494560
1997-12-31,4.4941,4.7323,4.4941,4.6668,1551903
1998-01-05,4.6296,4.6296,4.3865,4.4567,1451117
1998-01-06,4.424,4.424,4.1109,4.1483,779016
1998-01-07,4.0082,4.0082,4.0082,4.0082,415529
1998-01-08,3.9756,3.9756,3.8353,3.8728,1060340
1998-01-09,3.9054,3.9054,3.8026,3.8728,1078258
1998-01-12,3.5271,3.5597,3.4382,3.4569,1812153
1998-01-13,3.6299,3.6299,3.5271,3.6299,1077639
1998-01-14,3.8353,3.8353,3.7325,3.7325,1418780
1998-01-15,3.6625,3.6625,3.5271,3.5597,1030620
1998-01-16,3.7653,3.8728,3.7653,3.8728,1517219
1998-01-19,4.0783,4.0783,3.9054,3.9756,1242431
1998-01-20,3.9381,3.9381,3.8026,3.8728,830295
1998-01-21,3.8728,3.8728,3.6999,3.6999,1213718
1998-01-22,3.6625,3.6999,3.5924,3.6625,1501223
1998-01-23,3.6625,3.8026,3.6625,3.7325,2232890
1998-01-26,3.8026,3.8026,3.6625,3.6625,1631895
1998-01-27,3.6999,3.7325,3.6625,3.6999,1733439
1998-01-28,3.7325,3.8728,3.7325,3.8728,2253085
1998-01-29,3.8728,4.0456,3.8353,3.8728,2609437
1998-01-30,3.9054,3.9381,3.8728,3.9381,3432015
1998-02-02,4.0783,4.3212,4.0783,4.2839,2639006
1998-02-03,4.3212,4.3539,4.2183,4.3212,2870285
1998-02-04,4.2512,4.3212,4.1483,4.3212,2900391
1998-02-05,4.5268,4.9426,4.5268,4.9053,2225810
1998-02-06,4.9752,5.5638,4.9752,5.3583,1836007
1998-02-09,5.4611,5.5638,5.3911,5.4611,3933390
1998-02-10,5.3583,5.3583,5.0127,5.0452,3121111
1998-02-11,4.9752,5.1153,4.8396,4.8724,2009888
1998-02-12,4.7698,4.7698,4.4567,4.5268,2095232
1998-02-13,4.4941,4.6296,4.4941,4.5967,2043026
1998-02-16,4.5967,4.6296,4.4941,4.4941,1204680
1998-02-17,4.5967,4.6997,4.5268,4.6997,1301126
1998-02-18,4.6296,4.6296,4.4941,4.4941,1669904
1998-02-19,4.4567,4.5268,4.3212,4.3539,2405508
1998-02-20,4.424,4.4567,4.3539,4.424,1640882
1998-02-23,4.4941,4.6997,4.4941,4.6668,1358825
1998-02-24,4.5967,4.5967,4.3865,4.424,1181550
1998-02-25,4.424,4.424,4.2512,4.2839,1210817
1998-02-26,4.424,4.4567,4.3865,4.424,1487458
1998-02-27,4.5268,4.5967,4.5268,4.5642,1454204
1998-03-02,4.7698,4.9053,4.7698,4.8724,1771037
1998-03-03,4.7698,4.7698,4.5967,4.6997,1306958
1998-03-04,4.6997,4.6997,4.5642,4.5967,1449436
1998-03-05,4.4567,4.4941,4.3539,4.4941,920597
1998-03-06,4.6296,4.7323,4.6296,4.7323,810725
1998-03-09,4.8724,5.0452,4.8724,4.9053,2203883
1998-03-10,4.9426,5.0452,4.9053,4.9426,1757410
1998-03-11,5.0127,5.0127,4.8396,4.9053,2459800
1998-03-12,4.8396,4.9426,4.8396,4.9426,1330591
1998-03-13,4.9752,4.9752,4.9053,4.9752,1482978
1998-03-16,4.9053,4.9053,4.8396,4.8724,533596
1998-03-17,4.8024,4.8024,4.6296,4.6668,1330961
1998-03-18,4.6668,4.7698,4.6668,4.7323,1031384
1998-03-19,4.6668,4.6997,4.6296,4.6668,871681
1998-03-20,4.6668,4.6997,4.6296,4.6668,503156
1998-03-23,4.6668,4.6668,4.5967,4.6296,438366
1998-03-24,4.5642,4.5642,4.4941,4.4941,909458
1998-03-25,4.424,4.5268,4.424,4.5268,718591
1998-03-26,4.4567,4.4567,4.3539,4.3539,613088
1998-03-27,4.3539,4.3865,4.3212,4.3539,597574
1998-03-30,4.181,4.2183,4.1109,4.1109,640919
1998-03-31,4.0082,4.3212,4.0082,4.3212,1111231
1998-04-01,4.3865,4.4567,4.2839,4.2839,1418822
1998-04-02,4.2183,4.3539,4.2183,4.2512,326810
1998-04-06,4.3212,4.4567,4.3212,4.424,1042595
1998-04-07,4.4941,4.6668,4.4941,4.5967,526480
1998-04-08,4.5642,4.5642,4.424,4.4567,317090
1998-04-09,4.4941,4.5268,4.4941,4.5268,813853
1998-04-14,4.5967,4.7323,4.5967,4.7323,530069
1998-04-15,4.6668,4.7323,4.5967,4.6997,1154003
1998-04-16,4.7698,4.8396,4.6997,4.7323,1332083
1998-04-17,4.7323,4.7323,4.6668,4.6997,920718
1998-04-20,4.8024,4.8024,4.6296,4.6296,369297
1998-04-21,4.8396,4.9752,4.8024,4.9752,2546806
1998-04-22,5.0127,5.1481,5.0127,5.1153,1459298
1998-04-23,5.1855,5.3911,5.1855,5.3583,1945550
1998-04-24,5.4237,5.5965,5.4237,5.4237,1579316
1998-04-27,5.3208,5.3208,5.1855,5.1855,1356561
1998-04-28,5.1481,5.1481,5.0127,5.1481,1347242
1998-04-29,5.1855,5.3208,5.1855,5.2509,861936
1998-04-30,5.3583,5.4611,5.3583,5.4611,913884
1998-05-04,5.4611,5.4611,5.3208,5.3583,752640
1998-05-05,5.4237,5.4237,5.3583,5.4237,1517855
1998-05-06,5.4237,5.4611,5.3911,5.4237,926762
1998-05-07,5.3583,5.3583,5.3208,5.3208,1554600
1998-05-08,5.2881,5.2881,5.1855,5.1855,708094
1998-05-11,5.1855,5.1855,5.0452,5.078,342946
1998-05-12,4.9053,4.9426,4.8724,4.8724,270309
1998-05-13,4.9752,5.1855,4.9053,4.9426,311798
1998-05-14,4.9426,4.9752,4.8724,4.9752,349531
1998-05-15,4.8396,4.9426,4.8396,4.9426,302911
1998-05-18,4.9053,4.9053,4.6296,4.6296,188624
1998-05-19,4.5642,4.7698,4.5642,4.7323,571285
1998-05-20,4.7698,4.9053,4.7698,4.8396,244203
1998-05-21,5.1481,5.3583,5.1481,5.1855,505828
1998-05-22,4.9752,4.9752,4.8396,4.8396,161793
1998-05-25,4.8396,4.8396,4.7323,4.8396,193824
1998-05-26,4.6997,4.8396,4.6997,4.7698,217994
1998-05-27,4.6668,4.6997,4.6296,4.6296,887780
1998-05-28,4.8724,4.8724,4.7698,4.8024,554672
1998-05-29,4.9053,4.9053,4.8024,4.8024,219316
1998-06-01,4.6668,4.6668,4.4941,4.6296,372995
1998-06-02,4.7323,4.8024,4.7323,4.7323,425585
1998-06-03,4.8396,5.0127,4.8396,4.9426,504302
1998-06-04,5.078,5.1153,5.0452,5.078,614846
1998-06-05,5.1481,5.2182,5.1153,5.1855,619916
1998-06-08,5.1855,5.2182,5.0127,5.0127,694262
1998-06-09,5.078,5.078,4.9426,4.9752,613582
1998-06-10,5.0127,5.0127,4.9053,4.9053,628391
1998-06-15,4.7698,4.7698,4.6668,4.6668,947940
1998-06-16,5.0127,5.0127,4.9426,5.0127,446045
1998-06-17,4.9426,5.078,4.9426,5.0452,976533
1998-06-18,5.1481,5.1481,4.9053,4.9426,605497
1998-06-19,5.0452,5.078,4.8724,5.0452,337300
1998-06-22,5.0452,5.078,5.0127,5.0127,280063
1998-06-23,5.1153,5.1153,4.9426,4.9426,258287
1998-06-24,5.1855,5.1855,5.0127,5.1153,524367
1998-06-25,5.1481,5.1481,5.078,5.1153,290798
1998-06-26,5.0127,5.0127,4.9752,4.9752,147111
1998-06-29,4.8396,4.9426,4.8396,4.9426,194652
1998-06-30,4.8396,4.9053,4.8396,4.8724,347851
1998-07-01,4.8396,4.9426,4.8024,4.9426,482930
1998-07-02,4.8396,4.9053,4.8396,4.9053,254558
1998-07-03,4.8396,4.9053,4.8396,4.8724,202394
1998-07-06,4.8724,4.9426,4.8724,4.9426,140666
1998-07-07,5.0127,5.0127,4.9752,4.9752,219962
1998-07-08,4.8396,4.9053,4.8396,4.8724,148596
1998-07-09,4.8024,4.8024,4.8024,4.8024,416324
1998-07-10,4.8396,4.8396,4.8024,4.8396,242429
1998-07-13,4.8396,4.9426,4.8396,4.9053,118444
1998-07-14,5.0127,5.0127,4.9426,5.0127,571006
1998-07-15,5.0127,5.1153,5.0127,5.078,441595
1998-07-16,5.0127,5.1855,5.0127,5.1481,614618
1998-07-17,5.2509,5.2509,5.1481,5.2509,1578191
1998-07-20,5.2509,5.3583,5.2509,5.3583,619722
1998-07-21,5.3583,5.4611,5.3583,5.3911,815305
1998-07-22,5.3208,5.3208,5.1481,5.2182,645034
1998-07-23,5.1855,5.3208,5.1855,5.2881,899410
1998-07-24,5.2182,5.3208,5.2182,5.3208,322631
1998-07-27,5.2182,5.2881,5.078,5.078,754247
1998-07-28,5.078,5.078,5.0452,5.0452,421997
1998-07-29,4.9752,5.1481,4.9053,5.0452,177641
1998-07-30,4.9053,4.9752,4.8724,4.8724,557258
1998-07-31,4.9752,4.9752,4.8724,4.9053,269959
1998-08-03,4.8396,4.8724,4.7698,4.8024,502640
1998-08-04,4.8396,4.9752,4.8396,4.9426,145206
1998-08-05,4.7323,4.8024,4.7323,4.7698,205892
1998-08-06,4.8724,4.8724,4.7698,4.8024,137047
1998-08-07,4.7698,4.9053,4.7698,4.8396,190635
1998-08-10,4.8396,4.8396,4.7698,4.8024,114811
1998-08-11,4.6296,4.6296,4.3539,4.3539,179772
1998-08-12,4.3865,4.424,4.3865,4.424,500677
1998-08-13,4.181,4.181,4.0783,4.181,912180
1998-08-14,4.3865,4.424,4.3539,4.3539,425544
1998-08-17,4.2839,4.3539,4.2839,4.3539,227935
1998-08-18,4.6997,4.6997,4.5642,4.6296,460451
1998-08-19,4.5642,4.6997,4.5642,4.6668,865443
1998-08-20,4.5642,4.5967,4.5268,4.5642,1053536
1998-08-21,4.4567,4.4567,4.424,4.424,439815
1998-08-24,4.5967,4.5967,4.424,4.4941,220739
1998-08-25,4.6668,4.6668,4.5642,4.5642,336772
1998-08-26,4.5642,4.5967,4.4567,4.5967,641234
1998-08-27,4.424,4.424,4.2839,4.3212,731324
1998-08-28,4.0082,4.181,4.0082,4.181,557093
1998-08-31,4.1483,4.181,4.0783,4.1483,186628
1998-09-01,3.8026,4.1109,3.8026,3.8353,465077
1998-09-02,4.181,4.2512,3.9756,4.1109,465536
1998-09-03,4.0783,4.0783,3.9381,4.0456,576278
1998-09-04,4.1109,4.1483,4.1109,4.1483,251709
1998-09-07,4.2839,4.3865,4.2512,4.3212,652708
1998-09-08,4.2839,4.424,4.181,4.3865,302705
1998-09-09,4.1483,4.2183,4.1109,4.1483,140752
1998-09-10,4.1483,4.181,4.1483,4.181,219064
1998-09-11,3.9381,4.0456,3.9381,4.0456,287720
1998-09-14,4.1483,4.1483,4.1109,4.1109,102860
1998-09-15,4.181,4.181,4.0456,4.0456,262778
1998-09-16,4.181,4.3865,4.181,4.3212,400340
1998-09-17,4.2839,4.2839,4.1109,4.1109,289771
1998-09-18,4.2512,4.2512,4.1483,4.2183,371710
1998-09-21,4.181,4.181,4.0783,4.0783,122086
1998-09-22,3.9756,4.1109,3.9756,4.1109,105858
1998-09-23,4.1483,4.1483,4.0456,4.1483,111598
1998-09-24,4.2512,4.2512,4.1109,4.1109,361369
1998-09-25,4.0783,4.0783,4.0082,4.0456,150995
1998-09-28,4.2512,4.2512,4.1483,4.1483,232015
1998-09-29,4.1483,4.1483,4.1109,4.1109,62124
1998-09-30,4.0783,4.0783,3.9381,3.9756,99363
1998-10-01,3.7325,3.7325,3.5271,3.5924,254199
1998-10-02,3.3681,3.5271,3.3681,3.4897,521513
1998-10-05,3.4569,3.5597,3.3869,3.3869,160582
1998-10-06,3.3681,3.4569,3.3542,3.4196,628918
1998-10-07,3.4897,3.4897,3.3869,3.4196,392903
1998-10-08,3.4382,3.4382,3.2841,3.3354,72544
1998-10-09,3.4196,3.4897,3.4196,3.4569,137978
1998-10-12,3.5271,3.5271,3.4569,3.5271,384903
1998-10-13,3.5271,3.5271,3.2841,3.4569,394730
1998-10-14,3.5924,3.5924,3.4569,3.5597,201137
1998-10-15,3.6299,3.6625,3.6299,3.6299,518746
1998-10-16,3.7325,3.7325,3.5271,3.5597,239916
1998-10-19,3.4569,3.6299,3.4569,3.6299,285001
1998-10-20,3.8026,3.8026,3.6999,3.7653,292620
1998-10-21,3.8026,3.9756,3.8026,3.9381,233817
1998-10-22,3.9381,4.0783,3.9381,4.0456,227373
1998-10-23,4.0456,4.181,4.0456,4.1109,530220
1998-10-26,4.0783,4.3212,4.0783,4.2839,403287
1998-10-27,4.1483,4.3539,4.1483,4.3212,839454
1998-10-28,4.1483,4.2183,4.0456,4.1483,426958
1998-10-29,4.181,4.3212,4.181,4.3212,488827
1998-10-30,4.2512,4.4567,4.2512,4.424,919990
1998-11-02,4.6668,5.0127,4.6296,4.9426,245072
1998-11-03,4.8396,4.8396,4.7698,4.8396,616651
1998-11-04,4.3865,4.7323,4.3865,4.6997,324188
1998-11-05,4.8024,4.8024,4.6296,4.6668,457021
1998-11-06,4.7323,4.7323,4.6296,4.6296,740697
1998-11-09,4.6997,4.7323,4.6296,4.6296,178429
1998-11-10,4.5642,4.6296,4.5642,4.6296,88414
1998-11-12,4.424,4.424,4.3212,4.3539,84855
1998-11-13,4.4941,4.5967,4.424,4.424,248391
1998-11-16,4.6668,4.7323,4.6296,4.6997,174520
1998-11-17,4.3539,4.4567,4.3539,4.424,397952
1998-11-18,4.3865,4.424,4.181,4.2839,301951
1998-11-19,4.2839,4.2839,4.181,4.2512,623417
1998-11-20,4.3212,4.3539,4.3212,4.3539,103621
1998-11-23,4.4567,4.5642,4.4567,4.4941,169805
1998-11-24,4.4567,4.4567,4.3212,4.424,165993
1998-11-25,4.3212,4.3865,4.3212,4.3865,352909
1998-11-26,4.4941,4.4941,4.3865,4.3865,169324
1998-11-27,4.3212,4.424,4.3212,4.3212,71097
1998-11-30,4.2839,4.3212,4.2512,4.2839,302745
1998-12-01,4.181,4.181,4.0783,4.1109,195387
1998-12-02,4.2183,4.3539,4.2183,4.3212,169697
1998-12-03,4.2512,4.5642,4.2512,4.3539,517211
1998-12-04,4.3212,4.424,4.3212,4.3865,269461
1998-12-07,4.4941,4.4941,4.4567,4.4567,286073
1998-12-08,4.424,4.424,4.3212,4.424,489769
1998-12-09,4.424,4.5268,4.424,4.4941,315983
1998-12-10,4.4941,4.5642,4.4941,4.4941,338707
1998-12-11,4.424,4.4941,4.424,4.4567,122401
1998-12-14,4.3539,4.3539,4.3212,4.3212,1049485
1998-12-15,4.2839,4.3212,4.2183,4.2183,668447
1998-12-16,3.8728,4.1483,3.8728,4.0456,990406
1998-12-17,3.9756,4.0456,3.9756,4.0082,541255
1998-12-18,3.9756,4.0456,3.9381,3.9756,656870
1998-12-21,3.8353,4.0082,3.8353,3.9756,307982
1998-12-22,4.0082,4.1483,4.0082,4.1109,739758
1998-12-23,4.2183,4.3539,4.2183,4.3539,441573
1998-12-28,4.424,4.4941,4.424,4.424,146520
1998-12-29,4.4567,4.4567,4.2839,4.3212,591738
1998-12-30,4.3212,4.3212,4.2839,4.3212,1014844
1998-12-31,4.3212,4.3212,4.2839,4.3212,262778
1999-01-04,4.3539,4.4941,4.3539,4.424,86589
1999-01-05,4.3212,4.3212,4.2183,4.2512,398870
1999-01-06,4.2183,4.3865,4.2183,4.3865,1746923
1999-01-07,4.3865,4.424,4.3212,4.3539,579016
1999-01-08,4.3539,4.5967,4.3539,4.5642,545824
1999-01-11,4.424,4.5268,4.424,4.5268,496306
1999-01-12,4.3212,4.3865,4.3212,4.3539,308900
1999-01-13,4.1109,4.1109,3.8728,3.9381,271751
1999-01-14,3.9381,4.0783,3.9381,4.0082,373962
1999-01-15,3.5597,3.8353,3.5597,3.8026,451070
1999-01-18,3.9054,4.1483,3.9054,4.0783,697553
1999-01-19,4.0783,4.2512,4.0456,4.2512,495419
1999-01-20,4.2839,4.424,4.2183,4.2183,392566
1999-01-21,4.5268,5.1481,4.5268,5.0452,4051337
1999-01-22,4.6296,5.078,4.6296,4.8724,1208234
1999-01-25,4.7323,5.0452,4.7323,4.9426,861171
1999-01-26,5.0452,5.2881,4.9426,4.9752,1345787
1999-01-27,5.0452,5.1855,4.8396,5.1153,1586260
1999-01-28,4.9752,5.1481,4.9752,5.0452,1505718
1999-01-29,5.078,5.2182,5.078,5.1855,1128939
1999-02-01,5.1481,5.2182,5.1481,5.2182,1755008
1999-02-02,5.0452,5.1153,5.0452,5.0452,833442
1999-02-03,4.8024,4.8724,4.7323,4.8024,1082079
1999-02-04,4.8396,4.8396,4.6668,4.6997,831596
1999-02-05,4.4941,4.6296,4.4941,4.5967,298381
1999-02-08,4.5967,4.8024,4.5967,4.7323,483180
1999-02-09,4.6668,4.6997,4.5967,4.6296,436783
1999-02-10,4.4941,4.6296,4.4941,4.6296,247622
1999-02-11,4.5967,4.7698,4.5967,4.5967,73357
1999-02-12,4.8396,4.8724,4.8396,4.8396,629825
1999-02-15,4.7323,4.7698,4.7323,4.7323,56680
1999-02-16,4.9752,5.078,4.9426,5.078,515480
1999-02-17,5.078,5.2182,5.078,5.1855,651094
1999-02-18,5.1481,5.3208,5.078,5.3208,608167
1999-02-19,5.1855,5.2881,5.1855,5.2881,1134498
1999-02-22,5.3208,5.3583,5.2881,5.3208,576913
1999-02-23,5.2509,5.2509,5.0127,5.0127,622241
1999-02-24,5.078,5.1153,5.0127,5.0127,807891
1999-02-25,4.9752,5.0452,4.8396,4.9426,195624
1999-02-26,4.8724,5.1481,4.8724,5.1153,319701
1999-03-01,5.2509,5.2881,5.2182,5.2881,878963
1999-03-02,5.3583,5.3583,5.1855,5.3208,574231
1999-03-03,5.3583,5.3583,5.2881,5.3208,742998
1999-03-04,5.3911,5.3911,5.2881,5.3208,430377
1999-03-05,5.4237,5.6667,5.4237,5.6667,570365
1999-03-08,5.6667,5.9796,5.6667,5.8769,672282
1999-03-09,5.8068,5.9422,5.6667,5.6667,458710
1999-03-10,5.5638,5.6339,5.5638,5.6339,613925
1999-03-11,5.5965,5.7041,5.5965,5.7041,201132
1999-03-12,5.7367,5.7367,5.5638,5.5638,456198
1999-03-15,5.6667,5.6667,5.5638,5.5965,538897
1999-03-16,5.5638,5.5965,5.5638,5.5638,1254545
1999-03-17,5.5638,5.5965,5.5638,5.5638,882269
1999-03-18,5.531,5.531,5.3583,5.3583,310508
1999-03-19,5.5965,5.5965,5.4611,5.5638,199162
1999-03-22,5.4937,5.9422,5.4937,5.7041,449766
1999-03-23,5.7041,5.8395,5.531,5.8068,807273
1999-03-24,5.7041,6.1525,5.7041,6.0497,1014309
1999-03-25,6.1525,6.358,6.1525,6.3252,1250788
1999-03-26,6.741,6.741,6.5309,6.5682,1377421
1999-03-29,6.5682,6.5682,6.2552,6.5682,481321
1999-03-30,6.5682,6.5682,6.3252,6.3252,425966
1999-03-31,6.358,6.358,6.185,6.2552,544588
1999-04-01,6.185,6.2552,6.0824,6.0824,424030
1999-04-06,6.1525,6.3252,6.1525,6.288,719799
1999-04-07,6.2226,6.4981,6.2226,6.4981,249275
1999-04-08,6.7038,6.8064,6.7038,6.741,555240
1999-04-09,6.8438,6.8438,6.601,6.601,748618
1999-04-12,6.6336,6.6336,6.5682,6.601,313758
1999-04-13,6.7038,6.8438,6.5682,6.741,298032
1999-04-14,6.741,6.741,6.6336,6.671,356325
1999-04-15,6.8064,7.2222,6.8064,7.1194,486047
1999-04-16,7.4652,7.9137,7.4652,7.7081,1786156
1999-04-19,8.1894,8.5721,8.1894,8.5022,1756167
1999-04-20,8.2921,8.3293,8.1565,8.1894,1445865
1999-04-21,8.1565,8.1565,8.0538,8.1565,945241
1999-04-22,8.2921,8.605,8.2921,8.4322,1502332
1999-04-23,8.3293,8.3293,8.2921,8.2921,719295
1999-04-26,8.2921,8.2921,8.1192,8.2593,406430
1999-04-27,8.2921,8.2921,8.2267,8.2267,856384
1999-04-28,8.2921,8.2921,7.9464,8.1565,609500
1999-04-29,8.1565,8.1894,8.1565,8.1565,629945
1999-04-30,8.5022,8.7446,8.5022,8.7074,612129
1999-05-04,9.0206,9.0206,8.8805,8.8805,880344
1999-05-05,8.8805,8.8805,8.6378,8.7446,372796
1999-05-06,8.8103,8.8103,8.6378,8.7446,258270
1999-05-07,8.8103,8.9178,8.7774,8.8805,360437
1999-05-10,8.9505,9.0538,8.9505,9.0538,459796
1999-05-11,8.9833,8.9833,8.9833,8.9833,777175
1999-05-12,8.9833,9.0206,8.7774,8.7774,505173
1999-05-13,8.9178,8.9178,8.7446,8.7774,471588
1999-05-14,8.7446,8.7446,8.3621,8.3621,195827
1999-05-17,7.8808,8.4649,7.8808,8.3995,476134
1999-05-18,8.6378,9.61,8.6378,9.501,480386
1999-05-19,9.501,9.848,9.4001,9.4373,1220578
1999-05-20,8.8103,9.0538,8.8103,9.0538,276135
1999-05-21,9.539,9.539,9.3296,9.3668,697971
